연도,대회명,라운드,날짜,상대팀,선수명,선발/교체,출전시간,득점,도움,실점,MOM,경고,비고
2024,저학년대회,조별리그,2024-07-05,국제사이버대,레슬리,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,최병욱,교체,62,1,,,1,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,이규민,교체,47,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,박건희,선발,33,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-05,국제사이버대,신승현,교체,62,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,이승훈,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,안용윤,선발,33,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-05,국제사이버대,이민혁,교체,11,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,국민재,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,이찬형,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,이동열,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,정유찬,교체,57,1,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,양한울,선발,38,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-07,광운대,김준하,교체,57,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,레슬리,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,최병욱,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,이규민,선발,38,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-07,광운대,박건희,교체,57,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,신승현,선발,38,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-07,광운대,이승훈,선발,95,,,,1,,
2024,저학년대회,조별리그,2024-07-07,광운대,안용윤,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-07,광운대,이민혁,교체,22,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,국민재,선발,93,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,이찬형,선발,76,,,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,조우영,선발,93,,1,,,,
2024,저학년대회,16강,2024-07-09,김해대,이동열,선발,63,1,1,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,정유찬,선발,63,2,,,1,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,양한울,선발,24,,,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,김준하,선발,47,,1,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,레슬리,선발,76,,,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,최병욱,선발,47,1,1,,,,교체 아웃
2024,저학년대회,16강,2024-07-09,김해대,이규민,교체,32,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,박건희,교체,69,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,신승현,교체,46,1,,,,,
2024,저학년대회,16강,2024-07-09,김해대,이승훈,선발,93,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,안용윤,선발,93,,,,,,
2024,저학년대회,16강,2024-07-09,김해대,이민혁,교체,32,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,국민재,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,이찬형,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,조우영,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,이동열,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,정유찬,선발,95,2,1,,1,,
2024,저학년대회,8강,2024-07-11,단국대,양한울,교체,13,,,,,,교체 아웃
2024,저학년대회,8강,2024-07-11,단국대,김준하,선발,95,1,,,,,
2024,저학년대회,8강,2024-07-11,단국대,레슬리,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,최병욱,선발,95,,1,,,,
2024,저학년대회,8강,2024-07-11,단국대,박건희,선발,72,,,,,,교체 아웃
2024,저학년대회,8강,2024-07-11,단국대,이승훈,선발,95,,,,,,
2024,저학년대회,8강,2024-07-11,단국대,안용윤,선발,95,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,국민재,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,이찬형,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,조우영,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,이동열,선발,98,,,,,1,
2024,저학년대회,4강,2024-07-13,동명대,정유찬,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,김준하,교체,85,1,1,,,1,
2024,저학년대회,4강,2024-07-13,동명대,레슬리,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,최병욱,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,박건희,선발,98,1,,,,,
2024,저학년대회,4강,2024-07-13,동명대,이승훈,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,안용윤,선발,98,,,,,,
2024,저학년대회,4강,2024-07-13,동명대,이민혁,선발,13,,,,,,교체 아웃
2024,저학년대회,4강,2024-07-13,동명대,박건희,선발,87,1,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,국민재,교체,12,1,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,이산,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,이찬형,선발,95,1,,,1,,
2024,추계대회,조별리그,2024-08-10,초당대,조우영,선발,89,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,김승호,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,이민재,선발,47,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,장재혁,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,이동열,교체,27,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,김경민,교체,48,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,정유찬,선발,68,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,김장우,교체,6,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,김현민,선발,83,1,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,김준하,선발,68,1,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,백승민,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,탁하도,선발,47,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-10,초당대,최병욱,교체,27,,,,,,
2024,추계대회,조별리그,2024-08-10,초당대,안용윤,교체,42,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,국민재,선발,47,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,이산,선발,79,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,이찬형,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,조우영,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,김승호,선발,83,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,이민재,교체,48,2,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,장재혁,선발,95,1,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,이동열,선발,69,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,김경민,선발,47,1,,,1,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,정유찬,교체,48,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,김현민,선발,47,,,,,,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,김준하,교체,48,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,백승민,선발,95,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,탁하도,교체,26,,,,,,
2024,추계대회,조별리그,2024-08-12,제주한라대,최병욱,선발,47,,,,,1,교체 아웃
2024,추계대회,조별리그,2024-08-12,제주한라대,안용윤,교체,48,,,,,,
2024,추계대회,16강,2024-08-18,김해대,국민재,선발,98,,,,,,
2024,추계대회,16강,2024-08-18,김해대,이산,선발,98,,,,,,
2024,추계대회,16강,2024-08-18,김해대,이찬형,선발,98,,,,,,PSO
2024,추계대회,16강,2024-08-18,김해대,조우영,선발,98,,,,,,
2024,추계대회,16강,2024-08-18,김해대,김승호,선발,68,,,,,,교체 아웃
2024,추계대회,16강,2024-08-18,김해대,이민재,교체,50,,,,,,PSO
2024,추계대회,16강,2024-08-18,김해대,장재혁,선발,98,,,,,,
2024,추계대회,16강,2024-08-18,김해대,이동열,선발,81,,,,,,교체 아웃
2024,추계대회,16강,2024-08-18,김해대,김경민,선발,48,,,,,,교체 아웃
2024,추계대회,16강,2024-08-18,김해대,정유찬,선발,68,,,,,,교체 아웃
2024,추계대회,16강,2024-08-18,김해대,김장우,교체,17,,,,,,PSO
2024,추계대회,16강,2024-08-18,김해대,김현민,선발,48,,,,,,교체 아웃
2024,추계대회,16강,2024-08-18,김해대,김준하,교체,50,,,,,,PSO
2024,추계대회,16강,2024-08-18,김해대,백승민,선발,98,,,,1,,선방 1
2024,추계대회,16강,2024-08-18,김해대,최병욱,교체,30,,,,,,PSO
2024,추계대회,16강,2024-08-18,김해대,안용윤,교체,30,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,국민재,선발,97,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,이산,선발,97,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,이찬형,선발,97,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,조우영,선발,97,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,김승호,선발,96,,,,,1,교체 아웃
2024,추계대회,8강,2024-08-20,성균관대,이민재,교체,38,,,,,,PSO
2024,추계대회,8강,2024-08-20,성균관대,장재혁,선발,97,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,이동열,선발,47,,,,,,교체 아웃
2024,추계대회,8강,2024-08-20,성균관대,김경민,선발,47,,,,,,교체 아웃
2024,추계대회,8강,2024-08-20,성균관대,정유찬,교체,50,,,,,,PSO
2024,추계대회,8강,2024-08-20,성균관대,김장우,교체,1,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,김현민,교체,50,,,,,,PSO
2024,추계대회,8강,2024-08-20,성균관대,김준하,교체,50,,,,,,
2024,추계대회,8강,2024-08-20,성균관대,백승민,선발,97,,,,1,,선방 3
2024,추계대회,8강,2024-08-20,성균관대,최병욱,선발,59,,,,,,교체 아웃
2024,추계대회,8강,2024-08-20,성균관대,안용윤,선발,47,,,,,,교체 아웃
2024,추계대회,4강,2024-08-22,동아대,국민재,선발,47,,,,,,교체 아웃
2024,추계대회,4강,2024-08-22,동아대,이산,선발,95,,,,,,
2024,추계대회,4강,2024-08-22,동아대,이찬형,선발,95,,,,,,PSO
2024,추계대회,4강,2024-08-22,동아대,조우영,선발,95,,,,,,
2024,추계대회,4강,2024-08-22,동아대,김승호,선발,95,,,,,,PSO X
2024,추계대회,4강,2024-08-22,동아대,이민재,선발,47,,,,,,교체 아웃
2024,추계대회,4강,2024-08-22,동아대,장재혁,선발,95,,,,,,
2024,추계대회,4강,2024-08-22,동아대,이동열,교체,48,,,,,,
2024,추계대회,4강,2024-08-22,동아대,김경민,선발,47,,,,,,교체 아웃
2024,추계대회,4강,2024-08-22,동아대,정유찬,교체,48,,,,,,PSO
2024,추계대회,4강,2024-08-22,동아대,김현민,선발,95,,,,,,PSO
2024,추계대회,4강,2024-08-22,동아대,김준하,선발,72,,,,,,교체 아웃
2024,추계대회,4강,2024-08-22,동아대,백승민,선발,95,,,,,,선방 1
2024,추계대회,4강,2024-08-22,동아대,최병욱,교체,23,,,,,,PSO X
2024,추계대회,4강,2024-08-22,동아대,안용윤,교체,48,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,국민재,선발,49,,,,,,교체 아웃
2024,U리그,11라운드,2024-09-06,건국대,이산,선발,99,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,이찬형,선발,99,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,조우영,선발,99,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,김승호,교체,50,1,,,,,
2024,U리그,11라운드,2024-09-06,건국대,이민재,선발,49,,,,,,교체 아웃
2024,U리그,11라운드,2024-09-06,건국대,장재혁,선발,99,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,이동열,선발,61,,,,,,교체 아웃
2024,U리그,11라운드,2024-09-06,건국대,김경민,선발,49,,,,,,교체 아웃
2024,U리그,11라운드,2024-09-06,건국대,정유찬,교체,38,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,김장우,교체,18,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,김현민,선발,81,,,,,,교체 아웃
2024,U리그,11라운드,2024-09-06,건국대,김준하,선발,99,1,,,,,
2024,U리그,11라운드,2024-09-06,건국대,백승민,선발,99,,,,,,
2024,U리그,11라운드,2024-09-06,건국대,최병욱,교체,50,1,,,1,,
2024,U리그,11라운드,2024-09-06,건국대,안용윤,교체,50,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,국민재,교체,26,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,이산,선발,95,,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,이찬형,선발,96,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,조우영,선발,96,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,김승호,선발,95,,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,이민재,선발,56,,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,장재혁,선발,96,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,이동열,선발,56,,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,김경민,선발,70,,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,정유찬,교체,40,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,김장우,교체,26,2,,,1,,
2024,U리그,12라운드,2024-09-27,상지대,김현민,선발,70,1,,,,,교체 아웃
2024,U리그,12라운드,2024-09-27,상지대,김준하,교체,40,1,,,,,
2024,U리그,12라운드,2024-09-27,상지대,백승민,선발,96,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,탁하도,교체,1,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,최병욱,교체,40,,,,,,
2024,U리그,12라운드,2024-09-27,상지대,안용윤,선발,56,,,,,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,이산,선발,94,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,이찬형,선발,94,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,조우영,선발,94,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,김승호,선발,94,,,,,1,
2024,U리그,13라운드,2024-10-04,명지대,이민재,선발,46,,,,,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,장재혁,선발,94,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,이동열,선발,74,,,,,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,김경민,선발,74,1,,,1,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,정유찬,교체,10,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,김장우,교체,20,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,김현민,선발,84,1,,,,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,김준하,교체,48,1,,,,,
2024,U리그,13라운드,2024-10-04,명지대,백승민,선발,94,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,탁하도,선발,69,,,,,,교체 아웃
2024,U리그,13라운드,2024-10-04,명지대,최병욱,교체,20,,,,,,
2024,U리그,13라운드,2024-10-04,명지대,안용윤,교체,25,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,국민재,선발,61,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,이산,선발,46,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,이찬형,선발,94,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,조우영,선발,94,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,김승호,선발,26,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,이민재,교체,0,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,장재혁,선발,94,,,,,1,
2024,U리그,14라운드,2024-10-18,한남대,이동열,선발,46,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,김경민,선발,94,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,정유찬,교체,33,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,김장우,교체,48,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,김현민,선발,46,,,,,,교체 아웃
2024,U리그,14라운드,2024-10-18,한남대,김준하,선발,94,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,백승민,선발,94,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,최병욱,교체,68,,,,,,
2024,U리그,14라운드,2024-10-18,한남대,안용윤,교체,48,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,국민재,교체,49,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,이산,선발,96,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,이찬형,선발,96,1,,,1,,
2024,U리그,15라운드,2024-10-25,중앙대,조우영,선발,96,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,김승호,선발,96,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,이민재,선발,47,,,,,,교체 아웃
2024,U리그,15라운드,2024-10-25,중앙대,장재혁,선발,96,,,,,1,
2024,U리그,15라운드,2024-10-25,중앙대,이동열,선발,62,1,,,,,교체 아웃
2024,U리그,15라운드,2024-10-25,중앙대,김경민,선발,47,,,,,,교체 아웃
2024,U리그,15라운드,2024-10-25,중앙대,정유찬,교체,34,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,김장우,교체,7,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,김현민,선발,62,,,,,,교체 아웃
2024,U리그,15라운드,2024-10-25,중앙대,김준하,선발,89,,,,,,교체 아웃
2024,U리그,15라운드,2024-10-25,중앙대,백승민,선발,96,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,최병욱,교체,49,,,,,,
2024,U리그,15라운드,2024-10-25,중앙대,안용윤,교체,34,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,국민재,교체,32,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,이산,선발,95,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,이찬형,선발,95,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,조우영,선발,95,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,김승호,선발,95,,,,,1,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,이민재,선발,46,,,,,,교체 아웃
2024,U리그,16라운드,2024-11-01,가톨릭관동대,이동열,선발,86,1,,,1,1,교체 아웃
2024,U리그,16라운드,2024-11-01,가톨릭관동대,김경민,선발,63,,,,,,교체 아웃
2024,U리그,16라운드,2024-11-01,가톨릭관동대,정유찬,선발,60,,,,,,교체 아웃
2024,U리그,16라운드,2024-11-01,가톨릭관동대,김장우,교체,9,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,김현민,선발,95,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,김준하,교체,49,1,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,백승민,선발,95,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,탁하도,교체,9,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,최병욱,교체,35,,,,,,
2024,U리그,16라운드,2024-11-01,가톨릭관동대,안용윤,선발,86,,,,,,교체 아웃
2024,왕중왕전,8강,2024-11-11,울산대,국민재,교체,49,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,이산,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,이찬형,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,조우영,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,김승호,선발,70,,,,,,교체 아웃
2024,왕중왕전,8강,2024-11-11,울산대,이민재,교체,68,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,장재혁,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,이동열,선발,46,,,,,,교체 아웃
2024,왕중왕전,8강,2024-11-11,울산대,김경민,선발,27,,,,,,교체 아웃
2024,왕중왕전,8강,2024-11-11,울산대,정유찬,교체,68,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,김장우,교체,25,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,김현민,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,김준하,교체,68,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,백승민,선발,95,,,,,,
2024,왕중왕전,8강,2024-11-11,울산대,최병욱,선발,27,,,,,,교체 아웃
2024,왕중왕전,8강,2024-11-11,울산대,안용윤,선발,27,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-15,용인대,이승훈,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,국민재,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,조우영,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,조승택,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,김장우,선발,94,1,,,1,1,
2025,춘계대회,조별리그,2025-02-15,용인대,신중건,교체,1,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,이민재,선발,93,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-15,용인대,양한울,선발,73,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-15,용인대,신승현,교체,8,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,탁하도,선발,93,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-15,용인대,김승호,선발,94,,,,,1,
2025,춘계대회,조별리그,2025-02-15,용인대,현대호,선발,86,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-15,용인대,안용윤,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-15,용인대,박건희,교체,21,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,이승훈,선발,95,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,국민재,선발,95,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,조우영,선발,95,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,조승택,선발,95,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,이민혁,교체,16,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,김장우,선발,47,1,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,신중건,교체,16,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,이민재,선발,79,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,양한울,교체,48,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,이규민,교체,28,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,신승현,선발,67,2,,,1,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,탁하도,선발,79,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,염정강,교체,7,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,김승호,선발,47,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,김동현,선발,88,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-17,배재대,안용윤,교체,48,,,,,,
2025,춘계대회,조별리그,2025-02-17,배재대,박건희,선발,67,1,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,국민재,선발,88,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,조우영,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,조승택,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,김장우,선발,88,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,신중건,교체,36,1,,,1,,
2025,춘계대회,조별리그,2025-02-19,동원대,이민재,선발,78,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,양한울,교체,16,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,김도윤,교체,6,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,신승현,선발,46,1,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,김희준,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,탁하도,선발,58,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,김근태,교체,6,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,김승호,선발,94,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,현대호,선발,46,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,김동현,선발,78,,,,,,교체 아웃
2025,춘계대회,조별리그,2025-02-19,동원대,안용윤,교체,48,,,,,,
2025,춘계대회,조별리그,2025-02-19,동원대,박건희,교체,48,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,국민재,선발,95,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,조우영,선발,95,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,조승택,선발,95,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,김장우,선발,95,,1,,,,
2025,춘계대회,16강,2025-02-23,송호대,신중건,교체,27,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,이민재,선발,90,,1,,,,교체 아웃
2025,춘계대회,16강,2025-02-23,송호대,양한울,교체,10,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,신승현,선발,68,1,,,,,교체 아웃
2025,춘계대회,16강,2025-02-23,송호대,김희준,선발,95,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,탁하도,선발,69,,,,,,교체 아웃
2025,춘계대회,16강,2025-02-23,송호대,김승호,선발,95,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,현대호,교체,27,1,,,1,,
2025,춘계대회,16강,2025-02-23,송호대,김동현,선발,85,,,,,,교체 아웃
2025,춘계대회,16강,2025-02-23,송호대,안용윤,교체,49,,,,,,
2025,춘계대회,16강,2025-02-23,송호대,박건희,선발,46,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,국민재,선발,95,,,,,,
2025,춘계대회,8강,2025-02-25,경일대,조우영,선발,95,,,,,1,2번 키커 X
2025,춘계대회,8강,2025-02-25,경일대,조승택,선발,95,,,,,,
2025,춘계대회,8강,2025-02-25,경일대,김장우,선발,95,,,,,,5번 키커 O
2025,춘계대회,8강,2025-02-25,경일대,신중건,교체,48,,,,,,
2025,춘계대회,8강,2025-02-25,경일대,이민재,선발,95,1,,,,,1번 키커 O
2025,춘계대회,8강,2025-02-25,경일대,양한울,교체,64,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,신승현,선발,30,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,김희준,선발,95,,,,1,,"2,5,6 선방"
2025,춘계대회,8강,2025-02-25,경일대,탁하도,선발,55,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,김승호,선발,95,,,,,,
2025,춘계대회,8강,2025-02-25,경일대,현대호,선발,47,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,김동현,선발,30,,,,,,교체 아웃
2025,춘계대회,8강,2025-02-25,경일대,안용윤,교체,65,,,,,,6번 키커 O
2025,춘계대회,8강,2025-02-25,경일대,박건희,교체,40,,,,,,3번 키커 X
2025,춘계대회,준결승,2025-02-27,건국대,국민재,선발,97,,,,,,
