연도,대회명,라운드,날짜,상대팀,선수명,선발/교체,출전시간,득점,도움,실점,MOM,경고,비고
2023,U리그,9라운드,2023-09-22,제주국제대,조준현,선발,91,,,,,,교체 아웃
2023,U리그,9라운드,2023-09-22,제주국제대,김현민,교체,48,,,,,,
2023,U리그,9라운드,2023-09-22,제주국제대,백승민,선발,94,,,,,,
2023,U리그,9라운드,2023-09-22,제주국제대,김승호,선발,46,,,,,,교체 아웃
2023,U리그,9라운드,2023-09-22,제주국제대,이동열,교체,52,,,,,,
2023,U리그,9라운드,2023-09-22,제주국제대,정유찬,교체,3,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,이산,선발,98,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,이찬형,선발,98,,,,,1,
2023,U리그,10라운드,2023-09-26,한양대,조승택,선발,98,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,양한울,교체,1,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,장재혁,선발,98,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,이민재,교체,34,1,,,,,
2023,U리그,10라운드,2023-09-26,한양대,조준현,선발,91,,,,,,교체 아웃
2023,U리그,10라운드,2023-09-26,한양대,김현민,선발,64,,,,,,교체 아웃
2023,U리그,10라운드,2023-09-26,한양대,백승민,선발,98,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,김승호,선발,97,,,,,,교체 아웃
2023,U리그,10라운드,2023-09-26,한양대,이동열,교체,98,,,,,,
2023,U리그,10라운드,2023-09-26,한양대,정유찬,선발,43,,,,,,교체 아웃
2023,U리그,11라운드,2023-10-06,가톨릭관동대,이산,선발,93,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,이찬형,선발,93,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,조승택,선발,93,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,양한울,교체,1,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,장재혁,선발,93,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,이민재,교체,27,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,조준현,선발,84,1,,,,,교체 아웃
2023,U리그,11라운드,2023-10-06,가톨릭관동대,김현민,선발,92,1,,,1,,교체 아웃
2023,U리그,11라운드,2023-10-06,가톨릭관동대,백승민,선발,93,,,,,,
2023,U리그,11라운드,2023-10-06,가톨릭관동대,김승호,선발,66,,,,,,교체 아웃
2023,U리그,11라운드,2023-10-06,가톨릭관동대,이동열,교체,15,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,탁하도,교체,16,,,,,1,
2023,U리그,12라운드,2023-10-13,성균관대,이산,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,이찬형,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,조승택,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,장재혁,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,이민재,교체,65,2,,,1,,
2023,U리그,12라운드,2023-10-13,성균관대,조준현,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,김현민,선발,94,,,,,,교체 아웃
2023,U리그,12라운드,2023-10-13,성균관대,백승민,선발,94,,,,,,
2023,U리그,12라운드,2023-10-13,성균관대,김승호,선발,93,,,,,,교체 아웃
2023,U리그,13라운드,2023-10-20,상지대,탁하도,교체,9,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,이산,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,이찬형,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,조승택,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,양한울,교체,5,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,장재혁,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,이민재,선발,85,1,,,1,,교체 아웃
2023,U리그,13라운드,2023-10-20,상지대,조준현,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,김현민,선발,89,,,,,,교체 아웃
2023,U리그,13라운드,2023-10-20,상지대,백승민,선발,94,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,김승호,교체,48,,,,,,
2023,U리그,13라운드,2023-10-20,상지대,이동열,교체,21,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,탁하도,교체,30,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,이산,선발,95,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,이찬형,선발,74,,,,,,교체 아웃
2023,U리그,14라운드,2023-10-27,대구대,조승택,선발,95,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,양한울,교체,48,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,장재혁,선발,47,,,,,,교체 아웃
2023,U리그,14라운드,2023-10-27,대구대,이민재,선발,47,1,,,,,교체 아웃
2023,U리그,14라운드,2023-10-27,대구대,조준현,교체,48,2,,,,,
2023,U리그,14라운드,2023-10-27,대구대,김현민,선발,95,1,,,1,,
2023,U리그,14라운드,2023-10-27,대구대,백승민,선발,95,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,김승호,교체,48,,,,,,
2023,U리그,14라운드,2023-10-27,대구대,이동열,교체,21,,,,,,
2023,U리그,15라운드,2023-10-31,상지대,탁하도,교체,44,,,,,,
2023,U리그,15라운드,2023-10-31,상지대,이산,선발,97,,,,,,
2023,U리그,15라운드,2023-10-31,상지대,조승택,선발,97,1,,,,,
2023,U리그,15라운드,2023-10-31,상지대,양한울,선발,80,,,,,,교체 아웃
2023,U리그,15라운드,2023-10-31,상지대,이민재,선발,69,,,,,,교체 아웃
2023,U리그,15라운드,2023-10-31,상지대,조준현,선발,69,,,,,,교체 아웃
2023,U리그,15라운드,2023-10-31,상지대,김현민,교체,28,1,,,,,
2023,U리그,15라운드,2023-10-31,상지대,백승민,선발,97,,,,,,
2023,U리그,15라운드,2023-10-31,상지대,김승호,선발,88,,,,,,교체 아웃
2023,U리그,15라운드,2023-10-31,상지대,이동열,선발,97,1,,,,,
2023,U리그,15라운드,2023-10-31,상지대,정유찬,선발,53,,,,,,교체 아웃
2023,U리그,16라운드,2023-11-03,단국대,이산,선발,96,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,이찬형,선발,96,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,조승택,선발,96,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,양한울,선발,47,,,,,,교체 아웃
2023,U리그,16라운드,2023-11-03,단국대,이민재,교체,49,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,조준현,교체,49,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,김현민,선발,96,1,,,,,
2023,U리그,16라운드,2023-11-03,단국대,백승민,선발,96,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,김승호,선발,96,,,,,,
2023,U리그,16라운드,2023-11-03,단국대,이동열,교체,48,,,,,1,교체 아웃
2023,왕중왕전,8강,2023-11-14,건국대,이산,선발,96,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,이찬형,선발,96,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,조승택,선발,49,,,,,,퇴장
2023,왕중왕전,8강,2023-11-14,건국대,장재혁,교체,49,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,이민재,선발,88,,,,,,교체 아웃
2023,왕중왕전,8강,2023-11-14,건국대,조준현,선발,96,1,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,김현민,선발,96,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,백승민,선발,96,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,김승호,선발,96,,,,,,
2023,왕중왕전,8강,2023-11-14,건국대,이동열,선발,96,,,,,,교체 아웃
2023,왕중왕전,8강,2023-11-14,건국대,정유찬,교체,1,,,,,,
2023,왕중왕전,준결승,2023-11-17,전주대,이산,선발,96,,,,,1,
2023,왕중왕전,준결승,2023-11-17,전주대,이찬형,선발,96,,,,,,PSO
2023,왕중왕전,준결승,2023-11-17,전주대,양한울,교체,6,,,,,,
2023,왕중왕전,준결승,2023-11-17,전주대,장재혁,선발,96,,,,,,
2023,왕중왕전,준결승,2023-11-17,전주대,이민재,교체,60,,,,,,PSO
2023,왕중왕전,준결승,2023-11-17,전주대,조준현,선발,96,,,,,,
2023,왕중왕전,준결승,2023-11-17,전주대,김현민,선발,96,,,,,,PSO
2023,왕중왕전,준결승,2023-11-17,전주대,백승민,선발,96,,,,,,선방 2
2023,왕중왕전,준결승,2023-11-17,전주대,김승호,선발,96,,,,,,PSO X
2023,왕중왕전,준결승,2023-11-17,전주대,이동열,교체,54,1,,,,,교체 아웃
2023,왕중왕전,준결승,2023-11-17,전주대,정유찬,교체,11,,,,,,PSO
2023,왕중왕전,결승,2023-11-23,중앙대,이산,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,이찬형,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,조승택,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,장재혁,선발,95,,,,,1,
2023,왕중왕전,결승,2023-11-23,중앙대,이민재,교체,45,,,,,2,퇴장
2023,왕중왕전,결승,2023-11-23,중앙대,조준현,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,김현민,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,백승민,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,김승호,선발,95,,,,,,
2023,왕중왕전,결승,2023-11-23,중앙대,이동열,교체,29,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,이산,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,이찬형,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,조우영,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,김승호,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,이민재,선발,95,1,,,1,,교체 아웃
2024,춘계대회,조별리그,2024-02-13,한남대,장재혁,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,이동열,교체,50,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,김경민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,정유찬,교체,50,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,김현민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,백승민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,탁하도,선발,46,,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-13,한남대,최병욱,교체,1,,,,,,
2024,춘계대회,조별리그,2024-02-13,한남대,박건희,선발,46,,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-17,인제대,이산,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,이찬형,선발,26,,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-17,인제대,조우영,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,김승호,선발,96,,,,1,,
2024,춘계대회,조별리그,2024-02-17,인제대,이민재,선발,92,1,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-17,인제대,장재혁,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,이동열,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,김경민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,정유찬,선발,47,,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-17,인제대,김장우,교체,4,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,김현민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,레슬리,교체,49,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,백승민,선발,96,,,,,,
2024,춘계대회,조별리그,2024-02-17,인제대,탁하도,교체,39,,,,,,교체 아웃
2024,춘계대회,조별리그,2024-02-17,인제대,박건희,교체,21,,,,,,교체 아웃
2024,춘계대회,16강,2024-02-21,가톨릭관동대,이산,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,이찬형,교체,7,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,조우영,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,김승호,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,이민재,선발,75,,,,,,교체 아웃
2024,춘계대회,16강,2024-02-21,가톨릭관동대,장재혁,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,이동열,선발,62,,,,,,교체 아웃
2024,춘계대회,16강,2024-02-21,가톨릭관동대,김경민,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,정유찬,교체,48,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,김현민,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,레슬리,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,백승민,선발,94,,,,,,
2024,춘계대회,16강,2024-02-21,가톨릭관동대,최병욱,선발,46,,,,,,교체 아웃
2024,춘계대회,16강,2024-02-21,가톨릭관동대,박건희,교체,19,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,이산,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,이찬형,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,조우영,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,김승호,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,이민재,선발,93,1,,,1,,
2024,U리그,1라운드,2024-03-29,배재대,장재혁,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,김경민,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,정유찬,교체,47,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,김현민,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,김준하,선발,46,,,,,,교체 아웃
2024,U리그,1라운드,2024-03-29,배재대,백승민,선발,93,,,,,,
2024,U리그,1라운드,2024-03-29,배재대,최병욱,선발,46,,,,,1,교체 아웃
2024,U리그,1라운드,2024-03-29,배재대,박건희,교체,47,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,이산,선발,101,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,이찬형,선발,27,,,,,,교체 아웃
2024,U리그,2라운드,2024-04-05,인천대,조우영,선발,101,1,,,,,
2024,U리그,2라운드,2024-04-05,인천대,김승호,선발,101,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,이민재,선발,92,,,,,,교체 아웃
2024,U리그,2라운드,2024-04-05,인천대,장재혁,선발,101,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,이동열,선발,92,,,,,,교체 아웃
2024,U리그,2라운드,2024-04-05,인천대,김경민,선발,52,,,,,,교체 아웃
2024,U리그,2라운드,2024-04-05,인천대,정유찬,교체,25,,,,,,교체 아웃
2024,U리그,2라운드,2024-04-05,인천대,김장우,교체,9,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,김현민,선발,101,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,김준하,교체,24,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,레슬리,교체,9,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,백승민,선발,101,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,최병욱,교체,49,,,,,,
2024,U리그,2라운드,2024-04-05,인천대,박건희,교체,74,1,,,1,,
2024,U리그,3라운드,2024-04-12,건국대,이산,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,이찬형,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,조우영,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,김승호,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,이민재,선발,88,,,,,,교체 아웃
2024,U리그,3라운드,2024-04-12,건국대,장재혁,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,이동열,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,김경민,선발,74,,,,,,교체 아웃
2024,U리그,3라운드,2024-04-12,건국대,정유찬,교체,20,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,김현민,선발,74,,,,,,교체 아웃
2024,U리그,3라운드,2024-04-12,건국대,김준하,교체,20,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,레슬리,교체,6,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,백승민,선발,94,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,탁하도,교체,6,,,,,,
2024,U리그,3라운드,2024-04-12,건국대,최병욱,교체,42,,,,,,교체 아웃
2024,U리그,3라운드,2024-04-12,건국대,박건희,선발,46,,,,,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,국민재,교체,8,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,이산,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,이찬형,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,김승호,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,이민재,선발,96,,,,,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,장재혁,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,이동열,선발,88,,,,,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,정유찬,교체,20,1,,,,,
2024,U리그,4라운드,2024-05-03,상지대,양한울,교체,8,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,김현민,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,김준하,선발,88,1,,,1,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,레슬리,교체,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,백승민,선발,96,,,,,,
2024,U리그,4라운드,2024-05-03,상지대,탁하도,선발,47,,,,,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,최병욱,선발,76,,,,,,교체 아웃
2024,U리그,4라운드,2024-05-03,상지대,박건희,교체,49,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,이산,선발,94,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,이찬형,선발,94,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,김승호,선발,90,,,,,,교체 아웃
2024,U리그,5라운드,2024-05-10,명지대,이민재,선발,75,,,,,,교체 아웃
2024,U리그,5라운드,2024-05-10,명지대,장재혁,선발,94,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,이동열,교체,49,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,정유찬,선발,45,,,,,,교체 아웃
2024,U리그,5라운드,2024-05-10,명지대,양한울,교체,19,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,김현민,선발,94,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,김준하,선발,94,1,,,1,,
2024,U리그,5라운드,2024-05-10,명지대,레슬리,교체,49,,,,,1,
2024,U리그,5라운드,2024-05-10,명지대,백승민,선발,94,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,탁하도,선발,45,,,,,,교체 아웃
2024,U리그,5라운드,2024-05-10,명지대,최병욱,선발,67,,,,,,교체 아웃
2024,U리그,5라운드,2024-05-10,명지대,박건희,교체,27,,,,,,
2024,U리그,5라운드,2024-05-10,명지대,안용윤,교체,4,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,이산,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,이찬형,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,김승호,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,이민재,선발,77,,,,,,교체 아웃
2024,U리그,6라운드,2024-05-17,한남대,장재혁,선발,44,,,,,2,퇴장
2024,U리그,6라운드,2024-05-17,한남대,이동열,선발,96,1,,,1,,교체 아웃
2024,U리그,6라운드,2024-05-17,한남대,정유찬,교체,20,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,양한울,선발,32,,,,,,교체 아웃
2024,U리그,6라운드,2024-05-17,한남대,김현민,선발,77,,,,,,교체 아웃
2024,U리그,6라운드,2024-05-17,한남대,김준하,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,레슬리,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,백승민,선발,97,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,탁하도,교체,1,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,최병욱,교체,64,,,,,,교체 아웃
2024,U리그,6라운드,2024-05-17,한남대,박건희,교체,20,,,,,,
2024,U리그,6라운드,2024-05-17,한남대,안용윤,교체,1,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,국민재,교체,30,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,이산,선발,95,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,이찬형,선발,95,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,김승호,선발,95,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,이민재,선발,65,,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,이동열,선발,86,,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,정유찬,교체,49,1,,,1,,
2024,U리그,7라운드,2024-05-24,중앙대,양한울,교체,6,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,김현민,선발,46,,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,김준하,선발,89,1,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,레슬리,선발,95,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,백승민,선발,95,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,탁하도,선발,65,,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,최병욱,선발,46,,,,,,교체 아웃
2024,U리그,7라운드,2024-05-24,중앙대,박건희,교체,49,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,신승현,교체,9,,,,,,
2024,U리그,7라운드,2024-05-24,중앙대,안용윤,교체,30,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,이산,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,이찬형,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,김승호,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,이민재,선발,84,,,,,,교체 아웃
2024,U리그,8라운드,2024-05-31,가톨릭관동대,장재혁,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,정유찬,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,양한울,교체,23,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,김현민,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,레슬리,선발,21,,,,,,교체 아웃
2024,U리그,8라운드,2024-05-31,가톨릭관동대,백승민,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,탁하도,선발,94,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,박건희,선발,71,,,,,,교체 아웃
2024,U리그,8라운드,2024-05-31,가톨릭관동대,신승현,교체,10,,,,,,
2024,U리그,8라운드,2024-05-31,가톨릭관동대,안용윤,교체,73,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,국민재,교체,28,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,이산,선발,94,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,이찬형,선발,94,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,김승호,선발,94,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,이민재,선발,90,,,,,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,장재혁,선발,94,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,정유찬,선발,66,1,,,,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,양한울,교체,28,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,김장우,교체,13,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,김현민,선발,90,,,,,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,레슬리,교체,4,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,백승민,선발,94,,,,,,
2024,U리그,9라운드,2024-06-07,배재대,탁하도,선발,66,,,,,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,박건희,선발,46,,,,,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,신승현,교체,35,1,,,1,,교체 아웃
2024,U리그,9라운드,2024-06-07,배재대,안용윤,선발,81,,,,,,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,국민재,교체,37,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,이산,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,이찬형,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,조우영,선발,76,,,,,1,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,김승호,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,이민재,선발,49,,,,,,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,장재혁,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,정유찬,교체,19,,,,,,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,양한울,선발,49,,,,,,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,김장우,선발,76,1,,,1,1,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,김현민,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,레슬리,교체,6,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,백승민,선발,101,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,탁하도,선발,64,,,,,,교체 아웃
2024,U리그,10라운드,2024-06-14,인천대,박건희,교체,52,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,신승현,교체,6,,,,,,
2024,U리그,10라운드,2024-06-14,인천대,안용윤,교체,52,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,국민재,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,이찬형,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,조우영,선발,95,,,,,1,
2024,저학년대회,조별리그,2024-07-03,건국대,이동열,선발,94,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-03,건국대,정유찬,선발,65,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-03,건국대,양한울,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,김준하,선발,95,1,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,레슬리,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,최병욱,교체,30,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,박건희,선발,65,,,,,1,교체 아웃
2024,저학년대회,조별리그,2024-07-03,건국대,신승현,교체,30,1,,,1,,
2024,저학년대회,조별리그,2024-07-03,건국대,이승훈,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,안용윤,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-03,건국대,이민혁,교체,1,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,국민재,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,이찬형,선발,95,,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,조우영,선발,77,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-05,국제사이버대,이동열,선발,84,1,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-05,국제사이버대,정유찬,선발,95,1,,,,,
2024,저학년대회,조별리그,2024-07-05,국제사이버대,양한울,선발,48,,,,,,교체 아웃
2024,저학년대회,조별리그,2024-07-05,국제사이버대,김준하,선발,95,1,,,,,
